"Customer #","Name","Account Number","Sales Rep","Account Type","Transfer Status","Original Owner","Copper ID"
"1917","EG AMERICA","","Derek Whitworth","Wholesale","","DerekW","72847341"
"1340","Egyptian Vape","","Sergio","Wholesale","","Sergio","72196394"
"1216","El Paso Leaf","","Unassigned","Wholesale","","DerekW","74820849"
"214","Elavate Smokeshop","","Unassigned","Wholesale","","Sergio","72775745"
"1681","Elev8 Glass Gallery | CO","","Brandon Good","Wholesale","","BrandonG","72775854"
"244","Elevate Wholesale","","Unassigned","Distributor","","mattPeters","72775747"
"245","Elevated Alternatives","","Sergio","Wholesale","","admin","72196279"
"927","Elevation Head Shop","","Brandon Good","Wholesale","","DerekW","72775748"
"960","Elite Distributors - ED","","Zalak Zaveri","Wholesale","","Zalak","72775749"
"1920","Elite Smoke And Vape | UT","","Brandon Good","Wholesale","","BrandonG","74820924"
"1157","Elite Smoke Shop | Spokane","","Ben Wallner","Wholesale","","BrandonG","72775991"
"489","Elizabeth Stahl","","Unassigned","Wholesale","","admin","72775751"
"655","EMPIRE SMOKE & VAPE","","Unassigned","Wholesale","","DerekW","70961260"
"1693","Empire Vapor Vape & Smoke | WY","","Brandon Good","Wholesale","","BrandonG","72752787"
"678","endless vision llc","","Unassigned","Wholesale","","Unassigned","72775752"
"580","Eric Roy","","Unassigned","Retail","","ShipStation","74820949"
"1276","Erie Distributors","","Derek Whitworth","Distributor","","DerekW","72775754"
"179","Eros Smoke & Vape","","Unassigned","Wholesale","","Jared","72775756"
"1830","Eros Wholesalers","","Joe Simmons","Distributor","","JSimmons","74820906"
"1342","Essentials Vape","","Unassigned","Wholesale","","DerekW","72775992"
"1042","Etown Marketing & Distributing","","Zalak Zaveri","Wholesale","","Zalak","72775759"
"952","Eureka Smoke Shop | Eureka","","Ben Wallner","Wholesale","","BrandonG","72775993"
"1398","Everest Distribution","","Sergio","Distributor","","BrandonG","72196395"
"525","Everest Smoke Shop","","Unassigned","Wholesale","","DerekW","72775761"
"16","Exclusive Distributors","","Unassigned","Distributor","","Zalak","72776350"
"1077","Exon Food & Fuels","","Unassigned","Wholesale","","Jared","72775784"
"313","Exotic Distro","","Brandon Good","Distributor","","Jared","72775774"
"196","Exotic Wholesale","","JaredM","Distributor","","Sergio","72775775"
"483","Exotic1Smoke","","Ben Wallner","Wholesale","","DerekW","72775776"
"1637","Express Wholesale","","JaredM","Distributor","","Jared","72775777"
"1670","EZ Mart / K Corner Store","","Shane-Inactive","Wholesale","","Shane-Inactive","72448588"
"886","Fairfield Grocery","","Unassigned","Wholesale","","admin","72776354"
"964","Falaq Wholesale","","Unassigned","Distributor","","Sergio","72196366"
"1395","Fat Boy Tobacco","","Brandon Good","Wholesale","","DerekW","72775996"
"1299","Fire Smoke Vape","","Zalak Zaveri","Wholesale","","DerekW","74820869"
"714","First Choice Kratom","","Unassigned","Wholesale","","Sergio","72196348"
"717","First Choice Kratom - 1","","Unassigned","Wholesale","","Sergio","72196351"
"746","First Stop Tobacco Shop","","Derek Whitworth","Wholesale","","DerekW","70961254"
"1325","First Stop Vape Shop","","JaredM","Wholesale","","DerekW","72775997"
"1283","Fleet Smoke & Tobacco","","Derek Whitworth","Wholesale","","JSimmons","72775998"
"1543","Fog City","","Joe Simmons","Wholesale","","JSimmons","72776000"
"754","FOLSOM TOBACCO","","Ben Wallner","Wholesale","","Sergio","72196357"
"695","Foodies Corner 3","","Jared Leuzinger","Wholesale","","Sergio","72196335"
"783","FOUR CORNERS FOOD MART","","Ben Wallner","Wholesale","","SHOPIFY","72944260"
"574","Fourice Brands LLC","","admin","Distributor","","Cori","72775786"
"1803","Foursquare Distributors","","Derek Whitworth","Distributor","","DerekW","74820891"
"918","FRANKLIN MKT","","Unassigned","Wholesale","","Jared","72776001"
"49","Free River- cust.","","Unassigned","Distributor","","admin","72776355"
"1031","Friendly Market Dispensary | Norman","","JaredM","Wholesale","","BrandonG","72776002"
"1525","Friendly Vape Distro","","JaredM","Distributor","","Jared","72196411"
"1751","FUEL WISE","","ShipStation","Wholesale","","ShipStation","74438049"
"677","Full House Wholesale","","Zalak Zaveri","Distributor","","Zalak","71725223"
"904","Fulton Exotic World","","Unassigned","Wholesale","","admin","72776356"
"718","Fumee Smoke & Vape","","Unassigned","Wholesale","","Sergio","72196352"
"1692","Fumeteo Bird Road","","Zalak Zaveri","Wholesale","","Zalak","72753011"
"1257","G & J Smoke Shop","","JaredM","Wholesale","","DerekW","72776005"
"126","G G Smoke & Vapor","","Ben Wallner","Wholesale","","red","72775792"
"732","G&S Wholesale","","Derek Whitworth","Distributor","","DerekW","71721391"
"467","Galactic Smokers","","Derek Whitworth","Wholesale","","DerekW","72775793"
"944","Galatix distro","","Unassigned","Distributor","","Sergio","74437782"
"1271","Galaxy Tobacco & Vape","","JaredM","Wholesale","","DerekW","72776006"
"1827","Galaxy Vape & Smoke","","Brandon Good","Wholesale","","BrandonG","73710268"
"415","Gandolf's Smoke Shop","","Brandon Good","Wholesale","","Tates","72775795"
"1880","Gann Services","","Jared Leuzinger","Wholesale","","Jared","74820920"
"802","Ganued","","Derek Whitworth","Wholesale","","Sergio","72196360"
"1529","GAP Hacienda Inc","","Sergio","Distributor","","Sergio","72196412"
"1530","Gap Station Inc.","","Sergio","Wholesale","","Sergio","72196413"
"1820","Garden Spot","","Unassigned","Wholesale","","ShipStation","72946567"
"598","Garrett Claridge","","Unassigned","Retail","","ShipStation","74820967"
"500","GATEWAY SMOKE SHOP","","Derek Whitworth","Wholesale","","DerekW","70961217"
"1711","General Smoke Shop LLC | HI","","Brandon Good","Wholesale","","BrandonG","73087584"
"281","Genesis Brands LLC","","Unassigned","Wholesale","","Jared","72775797"
"405","Giant Distribution","","Derek Whitworth","Distributor","","DerekW","72196300"
"185","GIFTS AND SMOKES 4 LESS","","Ben Wallner","Wholesale","","Sergio","72196273"
"1192","Gifts from Earth","","Ben Wallner","Wholesale","","Sergio","70963059"
"893","GK industries","","Unassigned","Wholesale","","Sergio","72196363"
"1826","GK Petroleum","","Derek Whitworth","Wholesale","","DerekW","73642831"
"249","Glass Act","","Brandon Good","Wholesale","","Jared","72775798"
"1492","Glass Paper & Vapor","","Derek Whitworth","Wholesale","","DerekW","72776007"
"1167","Glassroots Smoke Shop","","Unassigned","Wholesale","","DerekW","72776012"
"1812","Glenwood One Stop Inc","","Derek Whitworth","Wholesale","","DerekW","74820896"
"931","Glider Distribution LLC","","Jared Leuzinger","Distributor","","Jared","72775801"
"481","Global Distro","","Unassigned","Distributor","","admin","72775802"
"1150","Global Merchandise Wholesale","","Unassigned","Distributor","","Unassigned","72775803"
"461","Globug","","JaredM","Wholesale","","Tates","72775804"
"1766","GOLD BEACH LIQUOR AND SMOKES","","ShipStation","Retail","","ShipStation","74438063"
"1191","Gold Leaf Botanicals","","Ben Wallner","Distributor","","BenW","70963060"
"744","Golden Eagle Distributors","","Unassigned","Wholesale","","Jared","71725229"
"1744","GOLDEN RULE LIQUOR","","Unassigned","Wholesale","","Unassigned","72949244"
"301","Golden Smoke Shop","","Unassigned","Wholesale","","Jared","72775805"
"253","Good Daze Smoke Shop","","JaredM","Wholesale","","Jared","72775806"
"1579","Good Earth Markets","","Brandon Good","Wholesale","","BrandonG","72775807"
"1879","Good Health Wellness | UT","","Brandon Good","Wholesale","","BrandonG","74000024"
"209","Good Vibes","","Brandon Good","Wholesale","","Sergio","72196277"
"1447","Good Vibes Boise","","admin","Wholesale","","admin","72196402"
"428","Gotam smoke shop","","Brandon Good","Wholesale","","Sergio","72196303"
"1735","GRAB N GO","","ShipStation","Wholesale","","ShipStation","72949891"
"687","Grace Charrie","","Unassigned","Retail","","SHOPIFY","74821011"
"1520","Grand Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","71509013"
"623","Grant Gibbs","","Unassigned","Retail","","ShipStation","74820994"
"1546","Grass Valley Cig Mart","","Ben Wallner","Wholesale","","Unassigned","72775810"
"1656","Grateful Shed | MT","","Brandon Good","Wholesale","","BrandonG","72371261"
"409","Gravitate Smoke Shop","","JaredM","Wholesale","","Tates","72775811"
"940","Great Products","","Jared Leuzinger","Wholesale","","Jared","72775812"
"162","Green Mist","","Unassigned","Wholesale","","Jared","72775813"
"1075","Green Valley Smoke Shop","","JaredM","Wholesale","","Jared","72776013"
"1802","Green Valley Vape and Pipe","","Brandon Good","Wholesale","","BrandonG","74820890"
"468","Greenwich Vibez","","Derek Whitworth","Wholesale","","DerekW","72775815"
"420","Grow Kratom","","Sergio","Wholesale","","BrandonG","72196301"
"487","Gunner's Smoke Shop","","Unassigned","Wholesale","","Tates","70961273"
"163","Gursatya Wholesale","","admin","Distributor","","admin","72775816"
"164","H and A Supplies","","Zalak Zaveri","Wholesale","","mattPeters","72775817"
"460","Haight Street Tobacco","","Ben Wallner","Wholesale","","DerekW","72775818"
"1229","Hamilton Market | Spokane","","Ben Wallner","Wholesale","","BrandonG","72776016"
"1561","HANDY MART","","Sergio","Wholesale","","BenW","72196419"
"965","Hanks Supermarket","","JaredM","Wholesale","","BrandonG","72775820"
"1453","Happy Time Liquor","","Sergio","Wholesale","","Sergio","72196403"
"1900","HAQ Ventures","","Jared Leuzinger","Wholesale","","Jared","74438175"
"547","Harry's Smoke and Vapor","","JaredM","Wholesale","","Unassigned","72775821"
"911","Hartsdale Tobacco","","Unassigned","Wholesale","","admin","72776367"
"558","havana leaf llc","","JaredM","Wholesale","","Sergio","72196315"
"2025","HAWK DISTRO","","Unassigned","Distributor","","Jared",""
"1356","Hayk's Smoke Shop","","Unassigned","Wholesale","","DerekW","72776019"
"462","Head Rush","","Ben Wallner","Wholesale","","DerekW","72775824"
"1099","Heaven Smoke Shop","","Unassigned","Wholesale","","DerekW","74820816"
"1501","Heavy Clouds Vape & Smoke","","Sergio","Wholesale","","Sergio","72196408"
"843","Hemp Plus","","Jared Leuzinger","Wholesale","","BrandonG","72776022"
"579","Hempire State Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","70961225"
"406","Herb n Legend","","Jared Leuzinger","Wholesale","","Jared","72775827"
"207","Herb's N Roots","","Zalak Zaveri","Wholesale","","red","72775830"
"1833","Herbals Finest","","Brandon Good","Wholesale","","BrandonG","74820907"
"1509","Herban Alternatives","","JaredM","Wholesale","","Jared","72776023"
"490","Herban Trails","","Derek Whitworth","Wholesale","","Tates","70961274"
"781","Herbanicals","","Zalak Zaveri","Wholesale","","Jared","72775829"
"285","Herbsnleaf","","Unassigned","Wholesale","","mattPeters","72775831"
"250","Hi Five Tobacco","","Ben Wallner","Wholesale","","red","72775832"
"797","Hi-Life Smoke & Vapor","","JaredM","Wholesale","","Sergio","72196359"
"1251","High Altitude","","Brandon Good","Wholesale","","BrandonG","72776024"
"654","High Mood Smoke Shop","","Ben Wallner","Wholesale","","DerekW","72775834"
"1471","High Society Boutique","","Joe Simmons","Wholesale","","JSimmons","72776025"
"719","High Supply Smoke Shop","","Jared Leuzinger","Wholesale","","Jared","72775836"
"441","High Tech Head Shop","","Unassigned","Wholesale","","DerekW","72775837"
"1508","Higher Orlando","","Jared Leuzinger","Wholesale","","Jared","72776034"
"1694","Highland Smoke & Cigar","","Derek Whitworth","Wholesale","","DerekW","72701091"
"1073","HighTide Pipe & Tobacco","","Ben Wallner","Wholesale","","BenW","70963056"
"835","Himakana Inc","","Brandon Good","Wholesale","","DerekW","72775839"
"442","Hiphop Smoke Shop","","Unassigned","Wholesale","","DerekW","72775840"
"1084","Hippies Heaven | IL","","Unassigned","Wholesale","","BrandonG","72776037"
"175","Hollister Smoke & Vape","","Jared Leuzinger","Wholesale","","Jared","72776038"
"609","Holly Lazzeri","","Unassigned","Retail","","ShipStation","74820979"
"828","Holly Robinson","","Derek Whitworth","Wholesale","","SHOPIFY","74821016"
"1036","Holy Smokes","","Unassigned","Wholesale","","JoshC","74820800"
"1583","Holy Smokes Tobacco Outlet","","Derek Whitworth","Wholesale","","DerekW","72233243"
"115","Honest Inc","","Ben Wallner","Distributor","","BenW","70961189"
"180","Honey 2 A Bee- Smoke Shop","","Unassigned","Wholesale","","Jared","72775844"
"751","Honey Smoke Shop","","Unassigned","Wholesale","","DerekW","72775845"
"1891","HOOVER DAM MINI MART LIQUOR & SMOKE","","JaredM","Wholesale","","Jared","74438168"
"189","Hope Botanicals/Roberto Chavez","","JaredM","Wholesale","","Sergio","72196274"
"423","Hot Box Smoke Shop","","Ben Wallner","Wholesale","","Tates","72775846"
"1254","Hotbox Smoke Shop | Bellevue","","Ben Wallner","Wholesale","","BenW","72776039"
"497","hotbox smokes shop","","Jared Leuzinger","Wholesale","","Jared","72775849"
"268","House - Purchases","","Unassigned","Retail","","admin","74820942"
"1330","House of Clouds Smoke Shop - Uptown","","Zalak Zaveri","Wholesale","","JSimmons","72776041"
"325","House of gifts","","Brandon Good","Wholesale","","Sergio","72775852"
"246","House of Hookah- Riverton- A","","Unassigned","Wholesale","","admin","72776373"
"257","House of Hookahs Smoke/Vape - Riverton","","Unassigned","Wholesale","","admin","72776376"
"312","House of Huka - Midvale 7790","","Unassigned","Wholesale","","admin","72775855"
"248","House of Huka - SLC 900 - A","","Unassigned","Wholesale","","admin","72775856"
"234","House of Huka- Main HQ-Jordan-A","","Unassigned","Wholesale","","admin","72775857"
"247","House of Huka- WVC Redwood - A","","Unassigned","Wholesale","","admin","72776377"
"1657","House of Smokers","","Derek Whitworth","Wholesale","","DerekW","72393079"
"1262","House of Tobacco | Everette","","Ben Wallner","Wholesale","","BrandonG","72776043"
"1853","House of Vaporz","","JaredM","Wholesale","","Jared","72957101"
"80","House Samples","","mcraft","Wholesale","","Jared","74437501"
"1458","Howdy Vape & Smoke Shop","","Jared Leuzinger","Wholesale","","Jared","72776044"
"72","HPR Distribution","","Unassigned","Distributor","","admin","72776380"
"419","Htown Smoke Shop","","Unassigned","Wholesale","","Jared","72448456"
"1433","HUB - Sterling Virginia","","Unassigned","Wholesale","","JSimmons","72776046"
"1544","Humble Vape & Smoke Shop","","Ben Wallner","Wholesale","","Sergio","72196417"
"955","Humboldt Smoke Shop | Arcata","","Unassigned","Wholesale","","BrandonG","72776048"
"198","Hundred Premiums | Blue Magic","","Jared Leuzinger","Wholesale","","admin","74820940"
"1090","Hunky Dory Smoke Shop | Eugene","","Ben Wallner","Wholesale","","BrandonG","72776049"
"605","Hunter Eidmann","","Unassigned","Retail","","ShipStation","74820975"
"756","HYDE PARK MARKET","","Unassigned","Wholesale","","SHOPIFY","72957784"
"841","Hype Wholesale","","Ben Wallner","Distributor","","Jared","72189476"
"1022","iCloud Vape and Smoke | Casper","","Brandon Good","Wholesale","","BrandonG","72776050"
"1777","iCloud Vape and Smoke | Cheyenne","","Brandon Good","Wholesale","","BrandonG",""
"1429","iCloud Vape and Smoke | Laramie","","Brandon Good","Wholesale","","BrandonG","72776051"
"1428","iCloud Vape and Smoke | Sheridan","","Brandon Good","Wholesale","","BrandonG","72776052"
"1023","iCloud Vape and Smoke 2 | Gilette","","Brandon Good","Wholesale","","BrandonG","72776053"
"1916","iCloud Vape and Smoke 5 | Cheyenne","","Brandon Good","Wholesale","","BrandonG","74820923"
"1796","Ida LA Distro","","Shane-Inactive","Distributor","","Shane-Inactive","74820889"
"1889","IdaGo","","Jared Leuzinger","Wholesale","","Jared","74438167"
"803","IDNTFR LLC","","Ben Wallner","Distributor","","BenW","72196361"
"882","Ignite Bismark","","Unassigned","Wholesale","","BrandonG","72775872"
"990","IK Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","70961252"
"1104","Ikra Sunoco","","Derek Whitworth","Wholesale","","DerekW","74820818"
"323","ILLUSIONS SMOKE SHOP","","Ben Wallner","Wholesale","","BenW","72196288"
"283","IN & Out Kratom & Vape","","Ben Wallner","Wholesale","","admin","72775873"
"1153","In-N-Out Grocery Store","","Derek Whitworth","Wholesale","","Jared","72775787"
"451","Inderbitzin Distributors","","admin","Distributor","","admin","72775875"
"1245","Indiana Market - Spokane","","Ben Wallner","Wholesale","","BrandonG","72776054"
"2023","Indochina Ginseng","","Unassigned","Wholesale","","BrandonG",""
"1702","Indy Smoke Shop","","Joe Simmons","Wholesale","","JSimmons","72775859"
"1098","Inhale Exhale Smoke Shop","","Unassigned","Wholesale","","JoshC","72776056"
"199","International Wholesale/L Palmer","","Unassigned","Distributor","","Sergio","72775881"
"1718","Iree Smoke Shop | HI","","Brandon Good","Wholesale","","BrandonG","73339920"
"208","Island Tobacco","","Unassigned","Wholesale","","Jared","72775882"
"798","Island Tobacco - 1","","Zalak Zaveri","Wholesale","","Unassigned","72775883"
"284","ISmoke Cigars and Vape LLC","","JaredM","Wholesale","","ShipStation","72196282"
"649","iSmoke Houston","","Jared Leuzinger","Wholesale","","Jared","72775884"
"1114","It's A Dream | KC","","Unassigned","Wholesale","","BrandonG","72776057"
"1421","Iv Tobacco And Vape","","Unassigned","Wholesale","","JSimmons","72776063"
"1701","Ivape","","Joe Simmons","Wholesale","","JSimmons","72775860"
"448","J S Smoke Shop","","JaredM","Wholesale","","Tates","72775889"
"734","JA Imports INC","","Zalak Zaveri","Distributor","","Unassigned","72775890"
"527","Jack B Goods","","JaredM","Wholesale","","Tates","72775891"
"703","jaco's beverage drive thru","","Unassigned","Wholesale","","Sergio","72196337"
"743","Jass Smoke Shop","","JaredM","Wholesale","","Jared","72775893"
"1794","Jay Ambe Distribution","","Zalak Zaveri","Distributor","","Zalak","73504393"
"1158","Jay Maha Inc","","Unassigned","Wholesale","","DerekW","74820830"
"1452","Jay Mahaveer Inc","","Zalak Zaveri","Distributor","","Zalak","72775894"
"616","Jay Saunders","","Unassigned","Retail","","ShipStation","74820986"
"1710","Jay Wholesale","","Joe Simmons","Distributor","","JSimmons","73082192"
"1573","Jay's Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","72139773"
"628","Jefferson Allen","","Unassigned","Retail","","ShipStation","74820998"
"1950","Jerome Distributing Inc.","","Brandon Good","Distributor","","BrandonG","74820931"
"900","Jerry's Market","","Unassigned","Wholesale","","admin","72776385"
"814","Jiffy Food Store","","Unassigned","Wholesale","","admin","72776386"
"137","JNJ distribution","","Unassigned","Distributor","","Sergio","72196271"
"621","Joel Gurley","","Unassigned","Retail","","ShipStation","74820991"
"1481","joes tobacco outlet","","Sergio","Wholesale","","Shane-Inactive","72196405"
"1115","Johnny's Smoke Shop","","Zalak Zaveri","Wholesale","","BrandonG","72776067"
"597","Joseph Stolar","","Unassigned","Retail","","ShipStation","74820966"
"600","Josh Cooper","","Unassigned","Wholesale","","ShipStation","74437626"
"524","Js One","","Unassigned","Wholesale","","Sergio","72196311"
"484","JT's Smoke Shop","","Unassigned","Wholesale","","DerekW","72775904"
"1537","Jubilee Vape & Smoke Inc","","Derek Whitworth","Wholesale","","DerekW","71709197"
"765","Juicee Coil Vapes","","Zalak Zaveri","Wholesale","","DerekW","70961269"
"1578","Junction Variety","","Joe Simmons","Wholesale","","JSimmons","72212466"
"1790","JUNGLE SMOKE SHOP","","Shane-Inactive","Wholesale","","Shane-Inactive","72963282"
"352","Justin Brown - Sampe","","Unassigned","Wholesale","","admin","72776391"
"594","Justin Otto","","Unassigned","Retail","","ShipStation","74820963"
"518","Jvapes Vape & Smoke Shop","","Brandon Good","Wholesale","","Jared","72775907"
"1716","Jvapes Vape & Smoke Shop | CO Springs","","Brandon Good","Wholesale","","BrandonG","74820877"
"1026","K & S Express Market & Deli","","Unassigned","Wholesale","","Jared","72775789"
"917","K & S MKT","","Unassigned","Wholesale","","Jared","72775790"
"298","K Smoke Wholesale","","Ben Wallner","Distributor","","mattPeters","72775911"
"1101","K-Global Food","","Derek Whitworth","Distributor","","DerekW","72775922"
"83","K. Roots | A & L WHOLESALE INC.","","admin","Distributor","","admin","72775912"
"1874","Kadets Glass & Vape","","Derek Whitworth","Wholesale","","DerekW","74820919"
"296","Kanna 21","","Brandon Good","Wholesale","","Jared","72775913"
"1970","Karen Lord Pilates","","Ben Wallner","Wholesale","","BenW","74820939"
"1296","Karma Distributors","","Derek Whitworth","Distributor","","Shane-Inactive","74820867"
"544","Kathleen Tucker","","Ben Wallner","Wholesale","","Unassigned","74820948"
"1164","Kava Colorado","","Brandon Good","Distributor","","DerekW","74820833"
"1430","Kava Villa","","Zalak Zaveri","Wholesale","","Jared","72775915"
"533","KB Smoke & Vapor","","Derek Whitworth","Wholesale","","Unassigned","72775916"
"1704","KB Smoke Shop | CO","","Brandon Good","Wholesale","","BrandonG","74438000"
"166","KBC Brands llc","","Unassigned","Distributor","","Sergio","72775917"
"172","KC Smoke and Vape","","Zalak Zaveri","Wholesale","","Jared","72415158"
"613","Kelly Kountouriotis","","Unassigned","Retail","","ShipStation","74820983"
"1757","KEN'S COBBLERY","","Unassigned","Wholesale","","ShipStation","74438054"
"1577","Keolu Grocery & Liquor Inc. | HI","","Brandon Good","Wholesale","","BrandonG","72776068"
"1961","Kettle Falls EXXON","","Jared Leuzinger","Wholesale","","Jared",""
"589","Kevin Mcanulla","","Unassigned","Retail","","ShipStation","74820958"
"599","Kevin McAnullla","","Unassigned","Retail","","ShipStation","74820968"
"463","King Kush Inc.","","Unassigned","Distributor","","DerekW","72775925"
"1232","King Smoke Shop","","JaredM","Wholesale","","DerekW","72776069"
"507","King Smoke Shop (Dallas)","","Jared Leuzinger","Wholesale","","Jared","72775927"
"148","kiody kratom","","Brandon Good","Wholesale","","Sergio","72775929"
"1401","Kitsch","","Zalak Zaveri","Wholesale","","JSimmons","72776071"
"883","KMT Distribution","","Zalak Zaveri","Distributor","","Zalak","71725224"
"73","Kombat Kratom LLC","","Unassigned","Wholesale","","Unassigned","72776407"
"1618","Kraken Vape LLC","","Joe Simmons","Wholesale","","JSimmons","72270470"
"171","Kratopia","","Unassigned","Wholesale","","Jared","72415155"
"805","Kreat Day Botanicals","","Jared Leuzinger","Wholesale","","DerekW","72775932"
"733","KriAA Wholesale","","Derek Whitworth","Distributor","","DerekW","72196355"
"1256","Krispe Grocery & Smoke Shop | Everette","","Ben Wallner","Wholesale","","BrandonG","72776073"
"1798","KUSHKLUB MUNCHIES & MORE","","Ben Wallner","Wholesale","","BenW","73515878"
"877","Kwality Korner","","Jared Leuzinger","Wholesale","","Zalak","72189326"
"601","Kyle Schneider","","Unassigned","Retail","","ShipStation","74820969"
"1196","L.A. Trade Center","","Sergio","Distributor","","Shane-Inactive","72196386"
"804","La Grande Liquoe & Smoke Shoppe","","Ben Wallner","Wholesale","","BrandonG","72775791"
"402","Lake Murray Liquor Store","","Derek Whitworth","Wholesale","","Tates","70961261"
"1923","Lakeshore Market | ID","","Brandon Good","Wholesale","","BrandonG","74820925"
"819","Lakeway Market","","Jared Leuzinger","Wholesale","","admin","72776408"
"300","LALI Vegas","","JaredM","Wholesale","","mattPeters","72775937"
"1223","Lambo Wholesale","","Jared Leuzinger","Distributor","","Jared","72775938"
"344","Lance Mitton","","Unassigned","Wholesale","","admin","72776409"
"661","Landan Smock","","Unassigned","Wholesale","","Sergio","72196327"
"1033","Lava Smoke Shop | Gurnee","","Unassigned","Wholesale","","BrandonG","74820798"
"1120","Lavi's Smokeshop","","JaredM","Wholesale","","JoshC","72776074"
"1307","Lazy Daze Inc","","Brandon Good","Wholesale","","BrandonG","72213113"
"688","Lesesne Distributors","","Unassigned","Wholesale","","Sergio","72196332"
"1775","Lg Mart","","admin","Wholesale","","admin","74438077"
"1134","Lit City Vape and Smoke Shop","","Unassigned","Wholesale","","BrandonG","74820826"
"1816","LITTLE WONDER (SHELL)","","ShipStation","Retail","","ShipStation","74820899"
"399","Live Oak Smoke Shop","","Jared Leuzinger","Wholesale","","Jared","72775942"
"1219","Lol Liquors","","Jared Leuzinger","Wholesale","","Jared","74820851"
"970","London Smoke Shop","","Zalak Zaveri","Wholesale","","Sergio","72196368"
"1179","Long Beach Smokers Inc","","Unassigned","Wholesale","","DerekW","72776076"
"745","Loon Smoke Shop","","Unassigned","Wholesale","","Jared","72775944"
"1313","Lorain Smokes & Beverage","","Jared Leuzinger","Wholesale","","Jared","71725244"
"1724","LOS ALAMOS WINE & SPIRITS","","ShipStation","Retail","","ShipStation","74438017"
"1252","Los Dos Barbones","","Jared Leuzinger","Wholesale","","Jared","74820862"
"156","Lowkey Smoke & Vape","","Unassigned","Wholesale","","red","72775945"
"626","Lucas Harling","","Unassigned","Retail","","ShipStation","74820996"
"545","Lucky 7 Smoke & Gift","","Ben Wallner","Wholesale","","DerekW","72775947"
"435","Lucky 888 Distribution","","Unassigned","Distributor","","Jared","72775948"
"1669","Lucky Stop","","JaredM","Distributor","","Jared","72459717"
"1474","Lucky'z","","Shane-Inactive","Wholesale","","Shane-Inactive","72775949"
"1227","Lunas Smoke Shop","","Zalak Zaveri","Wholesale","","Jared","74820854"
"1455","LUV 2 SMOKE","","Joe Simmons","Wholesale","","JSimmons","72776078"
"1400","Luv Wholesale & Distro","","JaredM","Distributor","","Jared","72196396"
"780","Luz Electric Construction","","Derek Whitworth","Wholesale","","Jared","72776081"
"576","LV Cash n Carry Attn Parth","","JaredM","Wholesale","","Jared","72196321"
"540","Lyell Avenue Smoke Shop","","Derek Whitworth","Wholesale","","Unassigned","72775954"
"454","M&A Smoke Food Shop","","Zalak Zaveri","Wholesale","","Jared","72775955"
"1756","MAC'S ON 2ND","","Unassigned","Wholesale","","ShipStation","74438053"
"1640","Mad Hatters Tea & Gifts","","Zalak Zaveri","Distributor","","Zalak","72412764"
"1673","Mad Hatters Tea & Gifts Siloam Springs","","JaredM","Wholesale","","Zalak","72775861"
"838","Maduro","","Unassigned","Wholesale","","DerekW","72775957"
"988","Magic Man Fun Shop | Grant's Pass","","Ben Wallner","Wholesale","","BrandonG","72775825"
"707","magic vapes","","Unassigned","Wholesale","","Sergio","72196341"
"1493","Mahant 342 Inc","","Derek Whitworth","Wholesale","","DerekW","71333616"
"1464","Mahi Smoke Shop","","Jared Leuzinger","Wholesale","","Jared","72776082"
"572","Main On Mill","","JaredM","Wholesale","","Sergio","72196320"
"1111","Maine Northern Lights","","Derek Whitworth","Wholesale","","DerekW","74820821"
"1473","MAINE SMOKE SHOPS","","Derek Whitworth","Wholesale","","DerekW","72776782"
"1807","Majestic Distribtion LLC","","Jared Leuzinger","Distributor","","Jared","74820893"
"447","MAL Brothers","","Zalak Zaveri","Wholesale","","Tates","72776084"
"316","Manny Friedlander - JH","","Unassigned","Wholesale","","admin","72775961"
"1958","Marathon- Twin Falls","","Jared Leuzinger","Wholesale","","Jared",""
"619","Mark Pleshar","","Unassigned","Retail","","ShipStation","74820989"
"615","Mark Wilson","","Unassigned","Retail","","ShipStation","74820985"
"995","Mary Jane's House of Glass","","Ben Wallner","Wholesale","","BenW","72776085"
"924","Mass Puff","","Brandon Good","Wholesale","","Jared","72775965"
"530","Master Chief's","","Unassigned","Wholesale","","DerekW","70961235"
"456","Master Piece Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","72775966"
"958","MasterPiece Smoke Shop","","Brandon Good","Wholesale","","BrandonG","72776086"
"1044","MasterPiece SmokeShop","","Brandon Good","Wholesale","","JoshC","72776087"
"1725","MATRIXGROWTH DISTRIBUTION LLC","","ShipStation","Distributor","","ShipStation","74438018"
"641","Matthew Colvin","","Unassigned","Retail","","SHOPIFY","74821010"
"633","Maureen Powers","","Unassigned","Retail","","ShipStation","74821003"
"812","Max Distributing","","admin","Distributor","","admin","72775971"
"1333","MAXX TOBACCO AND VAPOR","","Zalak Zaveri","Wholesale","","JSimmons","72776088"
"740","MBI","","Brandon Good","Distributor","","DerekW","72775973"
"433","MBI Distro","","Brandon Good","Distributor","","Tates","74820945"
"737","MDINAR LLC","","Ben Wallner","Distributor","","Jared","72213100"
"604","Megan Foster","","Unassigned","Retail","","ShipStation","74820974"
"880","Mellow Fellows Shop","","Unassigned","Wholesale","","Sergio","71725237"
